"type" "activity" "subject" "mean"
"tbodyacc-mean-x" "walking upstairs" 9 0.262436475714286
"tbodyacc-mean-x" "walking upstairs" 10 0.267121853404255
"tbodyacc-mean-x" "walking upstairs" 11 0.263775859277778
"tbodyacc-mean-x" "walking upstairs" 12 0.272970338653846
"tbodyacc-mean-x" "walking upstairs" 13 0.258203939581818
"tbodyacc-mean-x" "walking upstairs" 14 0.26242106612963
"tbodyacc-mean-x" "walking upstairs" 15 0.270187595833333
"tbodyacc-mean-x" "walking upstairs" 16 0.255986102627451
"tbodyacc-mean-x" "walking upstairs" 17 0.252604768583333
"tbodyacc-mean-x" "walking upstairs" 18 0.265401201896552
"tbodyacc-mean-x" "walking upstairs" 19 0.242118808925
"tbodyacc-mean-x" "walking upstairs" 20 0.252098317156863
"tbodyacc-mean-x" "walking upstairs" 21 0.265194544680851
"tbodyacc-mean-x" "walking upstairs" 22 0.248391534566667
"tbodyacc-mean-x" "walking upstairs" 23 0.249995171031373
"tbodyacc-mean-x" "walking upstairs" 24 0.269881106779661
"tbodyacc-mean-x" "walking upstairs" 25 0.277995411384615
"tbodyacc-mean-x" "walking upstairs" 26 0.272691394545455
"tbodyacc-mean-x" "walking upstairs" 27 0.265770253921569
"tbodyacc-mean-x" "walking upstairs" 28 0.262005841764706
"tbodyacc-mean-x" "walking upstairs" 29 0.265423066877551
"tbodyacc-mean-x" "walking upstairs" 30 0.271415642261538
"tbodyacc-mean-y" "laying" 1 -0.0405139534294
"tbodyacc-mean-y" "laying" 2 -0.0181587397583333
"tbodyacc-mean-y" "laying" 3 -0.0189556785048387
"tbodyacc-mean-y" "laying" 4 -0.0150031841055556
"tbodyacc-mean-y" "laying" 5 -0.0183042123269231
"tbodyacc-mean-y" "laying" 6 -0.0102529170561404
"tbodyacc-mean-y" "laying" 7 -0.0204411516884615
"tbodyacc-mean-y" "laying" 8 -0.0212281733881481
"tbodyacc-mean-y" "laying" 9 -0.020526821662
"tbodyacc-mean-y" "laying" 10 -0.024294484137931
"tbodyacc-mean-y" "laying" 11 -0.0176598052315789
"tbodyacc-mean-y" "laying" 12 -0.0175203917146667
"tbodyacc-mean-y" "laying" 13 -0.020440454366129
"tbodyacc-mean-y" "laying" 14 -0.0113424652490196
"tbodyacc-mean-y" "laying" 15 -0.0166296542054167
"tbodyacc-mean-y" "laying" 16 -0.0166103510562857
"tbodyacc-mean-y" "laying" 17 -0.0168462006729577
"tbodyacc-mean-y" "laying" 18 -0.0173937684615385
"tbodyacc-mean-y" "laying" 19 -0.0171426864421687
"tbodyacc-mean-y" "laying" 20 -0.0144406281132353
"tbodyacc-mean-y" "laying" 21 -0.0184233048415556
"tbodyacc-mean-y" "laying" 22 -0.0142629864502778
"tbodyacc-mean-y" "laying" 23 -0.0216553835833333
"tbodyacc-mean-y" "laying" 24 -0.0173555210111111
"tbodyacc-mean-y" "laying" 25 -0.0188943663671233
"tbodyacc-mean-y" "laying" 26 -0.0191895728026316
"tbodyacc-mean-y" "laying" 27 -0.0179867611216216
"tbodyacc-mean-y" "laying" 28 -0.0167537858225
"tbodyacc-mean-y" "laying" 29 -0.0171965484202899
"tbodyacc-mean-y" "laying" 30 -0.0194494098614286
"tbodyacc-mean-y" "sitting" 1 -0.00130828765170213
"tbodyacc-mean-y" "sitting" 2 -0.0156879937282609
"tbodyacc-mean-y" "sitting" 3 -0.00350299841730769
"tbodyacc-mean-y" "sitting" 4 -0.007163065158
"tbodyacc-mean-y" "sitting" 5 -0.00990083527045455
"tbodyacc-mean-y" "sitting" 6 -0.0145911615290909
"tbodyacc-mean-y" "sitting" 7 -0.01461097580375
"tbodyacc-mean-y" "sitting" 8 -0.00672550621304348
"tbodyacc-mean-y" "sitting" 9 -0.02701677698
"tbodyacc-mean-y" "sitting" 10 -0.015042681852037
"tbodyacc-mean-y" "sitting" 11 -0.0149195616754717
"tbodyacc-mean-y" "sitting" 12 -0.0157892988523529
"tbodyacc-mean-y" "sitting" 13 -0.00587732936326531
"tbodyacc-mean-y" "sitting" 14 -0.00870565463888889
"tbodyacc-mean-y" "sitting" 15 -0.0117188472271186
"tbodyacc-mean-y" "sitting" 16 -0.0102497939956522
"tbodyacc-mean-y" "sitting" 17 -0.014156274084375
"tbodyacc-mean-y" "sitting" 18 -0.0128691279736842
"tbodyacc-mean-y" "sitting" 19 -0.016739260030137
"tbodyacc-mean-y" "sitting" 20 -0.0147229305131818
"tbodyacc-mean-y" "sitting" 21 -0.0144009705494118
"tbodyacc-mean-y" "sitting" 22 -0.0123468446419355
"tbodyacc-mean-y" "sitting" 23 -0.0133945015676471
"tbodyacc-mean-y" "sitting" 24 -0.0131255097938235
"tbodyacc-mean-y" "sitting" 25 -0.0147696808030769
"tbodyacc-mean-y" "sitting" 26 -0.00713364541358974
"tbodyacc-mean-y" "sitting" 27 -0.0155269799285714
"tbodyacc-mean-y" "sitting" 28 -0.0185404441258333
"tbodyacc-mean-y" "sitting" 29 -0.016630680375
"tbodyacc-mean-y" "sitting" 30 -0.00804731295322581
"tbodyacc-mean-y" "standing" 1 -0.0161375901037736
"tbodyacc-mean-y" "standing" 2 -0.0184208270166667
"tbodyacc-mean-y" "standing" 3 -0.0143376555065574
"tbodyacc-mean-y" "standing" 4 -0.00948911098553571
"tbodyacc-mean-y" "standing" 5 -0.00700418554517857
"tbodyacc-mean-y" "standing" 6 -0.0181236327175439
"tbodyacc-mean-y" "standing" 7 -0.0145740341037736
"tbodyacc-mean-y" "standing" 8 -0.0148113067148148
"tbodyacc-mean-y" "standing" 9 -0.0200454954022222
"tbodyacc-mean-y" "standing" 10 -0.0155418603409091
"tbodyacc-mean-y" "standing" 11 -0.0171990886595745
"tbodyacc-mean-y" "standing" 12 -0.0169002543196721
"tbodyacc-mean-y" "standing" 13 -0.0167891993964912
"tbodyacc-mean-y" "standing" 14 -0.01520781344
"tbodyacc-mean-y" "standing" 15 -0.0183516360396226
"tbodyacc-mean-y" "standing" 16 -0.0165999672935897
"tbodyacc-mean-y" "standing" 17 -0.0174120064169231
"tbodyacc-mean-y" "standing" 18 -0.0166353518150685
"tbodyacc-mean-y" "standing" 19 -0.0154244056945205
"tbodyacc-mean-y" "standing" 20 -0.0180695049161644
"tbodyacc-mean-y" "standing" 21 -0.0167084730205618
"tbodyacc-mean-y" "standing" 22 -0.0158563207496825
"tbodyacc-mean-y" "standing" 23 -0.0177475547867647
"tbodyacc-mean-y" "standing" 24 -0.0144785340348986
"tbodyacc-mean-y" "standing" 25 -0.0163569730274324
"tbodyacc-mean-y" "standing" 26 -0.0166608306652703
"tbodyacc-mean-y" "standing" 27 -0.016593236445
"tbodyacc-mean-y" "standing" 28 -0.0172635124672152
"tbodyacc-mean-y" "standing" 29 -0.0172605869061538
"tbodyacc-mean-y" "standing" 30 -0.0170163887813559
"tbodyacc-mean-y" "walking" 1 -0.0173838185273684
"tbodyacc-mean-y" "walking" 2 -0.0185949199145763
"tbodyacc-mean-y" "walking" 3 -0.0171767844203448
"tbodyacc-mean-y" "walking" 4 -0.0148399475341667
"tbodyacc-mean-y" "walking" 5 -0.0172850317482679
"tbodyacc-mean-y" "walking" 6 -0.0168954189082456
"tbodyacc-mean-y" "walking" 7 -0.018653665345614
"tbodyacc-mean-y" "walking" 8 -0.0186628865310417
"tbodyacc-mean-y" "walking" 9 -0.0180891971284423
"tbodyacc-mean-y" "walking" 10 -0.017022351190566
"tbodyacc-mean-y" "walking" 11 -0.0166475833623729
"tbodyacc-mean-y" "walking" 12 -0.015560927606
"tbodyacc-mean-y" "walking" 13 -0.0185660651947368
"tbodyacc-mean-y" "walking" 14 -0.0217785380966102
"tbodyacc-mean-y" "walking" 15 -0.0170809740090741
"tbodyacc-mean-y" "walking" 16 -0.0204286929452941
"tbodyacc-mean-y" "walking" 17 -0.0184875403339344
"tbodyacc-mean-y" "walking" 18 -0.0178023631866071
"tbodyacc-mean-y" "walking" 19 -0.0191773587903846
"tbodyacc-mean-y" "walking" 20 -0.021199992245098
"tbodyacc-mean-y" "walking" 21 -0.0181610317526923
"tbodyacc-mean-y" "walking" 22 -0.0167213607957174
"tbodyacc-mean-y" "walking" 23 -0.0183618711932203
"tbodyacc-mean-y" "walking" 24 -0.0225446400534483
"tbodyacc-mean-y" "walking" 25 -0.0186477624716216
"tbodyacc-mean-y" "walking" 26 -0.0154259586949153
"tbodyacc-mean-y" "walking" 27 -0.0166478783221912
"tbodyacc-mean-y" "walking" 28 -0.0156759722981481
"tbodyacc-mean-y" "walking" 29 -0.0162915600588679
"tbodyacc-mean-y" "walking" 30 -0.0175880385730769
"tbodyacc-mean-y" "walking downstairs" 1 -0.00991850461020408
"tbodyacc-mean-y" "walking downstairs" 2 -0.0226614158361702
"tbodyacc-mean-y" "walking downstairs" 3 -0.0193554079328571
"tbodyacc-mean-y" "walking downstairs" 4 -0.00980200850666667
"tbodyacc-mean-y" "walking downstairs" 5 -0.00850107533191489
"tbodyacc-mean-y" "walking downstairs" 6 -0.019536840063125
"tbodyacc-mean-y" "walking downstairs" 7 -0.0166332372978723
"tbodyacc-mean-y" "walking downstairs" 8 -0.0211058674973684
"tbodyacc-mean-y" "walking downstairs" 9 -0.0203994269075476
"tbodyacc-mean-y" "walking downstairs" 10 -0.0200050770710526
"tbodyacc-mean-y" "walking downstairs" 11 -0.0178097721219565
"tbodyacc-mean-y" "walking downstairs" 12 -0.018084266865793
"tbodyacc-mean-y" "walking downstairs" 13 -0.0143723839108511
"tbodyacc-mean-y" "walking downstairs" 14 -0.0200141413657778
"tbodyacc-mean-y" "walking downstairs" 15 -0.00563047804309524
"tbodyacc-mean-y" "walking downstairs" 16 -0.0183898583787234
"tbodyacc-mean-y" "walking downstairs" 17 -0.0167359404347826
"tbodyacc-mean-y" "walking downstairs" 18 -0.0168666920221818
"tbodyacc-mean-y" "walking downstairs" 19 -0.0145942275069487
"tbodyacc-mean-y" "walking downstairs" 20 -0.00964120773155556
"tbodyacc-mean-y" "walking downstairs" 21 -0.0173195390157778
"tbodyacc-mean-y" "walking downstairs" 22 -0.0197999371686389
"tbodyacc-mean-y" "walking downstairs" 23 -0.0162111457238889
"tbodyacc-mean-y" "walking downstairs" 24 -0.0145730348310909
"tbodyacc-mean-y" "walking downstairs" 25 -0.0210170522987931
"tbodyacc-mean-y" "walking downstairs" 26 -0.01262580966778
"tbodyacc-mean-y" "walking downstairs" 27 -0.0135564467159091
"tbodyacc-mean-y" "walking downstairs" 28 -0.0220230465913043
"tbodyacc-mean-y" "walking downstairs" 29 -0.01494121505625
"tbodyacc-mean-y" "walking downstairs" 30 -0.0174383900204839
"tbodyacc-mean-y" "walking upstairs" 1 -0.0239531492643396
"tbodyacc-mean-y" "walking upstairs" 2 -0.0214121132045833
"tbodyacc-mean-y" "walking upstairs" 3 -0.0324109410555932
"tbodyacc-mean-y" "walking upstairs" 4 -0.0319804295729615
"tbodyacc-mean-y" "walking upstairs" 5 -0.0325269755153191
"tbodyacc-mean-y" "walking upstairs" 6 -0.0272425385070588
"tbodyacc-mean-y" "walking upstairs" 7 -0.0275639005607843
"tbodyacc-mean-y" "walking upstairs" 8 -0.0282415136341463
"tbodyacc-mean-y" "walking upstairs" 9 -0.0195101099975714
"tbodyacc-mean-y" "walking upstairs" 10 -0.0143854920340426
"tbodyacc-mean-y" "walking upstairs" 11 -0.0303157822055556
"tbodyacc-mean-y" "walking upstairs" 12 -0.0263574903403846
"tbodyacc-mean-y" "walking upstairs" 13 -0.0277392253910909
"tbodyacc-mean-y" "walking upstairs" 14 -0.0204388180024074
"tbodyacc-mean-y" "walking upstairs" 15 -0.0287523860708333
"tbodyacc-mean-y" "walking upstairs" 16 -0.0143654945011765
"tbodyacc-mean-y" "walking upstairs" 17 -0.0228645614308333
"tbodyacc-mean-y" "walking upstairs" 18 -0.0222060684378914
"tbodyacc-mean-y" "walking upstairs" 19 -0.0303986615775
"tbodyacc-mean-y" "walking upstairs" 20 -0.0282258047588235
"tbodyacc-mean-y" "walking upstairs" 21 -0.0237218695148936
"tbodyacc-mean-y" "walking upstairs" 22 -0.0268622561133333
"tbodyacc-mean-y" "walking upstairs" 23 -0.0323844029237255
"tbodyacc-mean-y" "walking upstairs" 24 -0.0251979434569492
"tbodyacc-mean-y" "walking upstairs" 25 -0.0269863524264615
"tbodyacc-mean-y" "walking upstairs" 26 -0.0281633797398182
"tbodyacc-mean-y" "walking upstairs" 27 -0.0200953324078431
"tbodyacc-mean-y" "walking upstairs" 28 -0.0279443943478431
"tbodyacc-mean-y" "walking upstairs" 29 -0.0299465312326531
"tbodyacc-mean-y" "walking upstairs" 30 -0.0253311698786154
"tbodyacc-mean-z" "laying" 1 -0.11320355358
"tbodyacc-mean-z" "laying" 2 -0.107245610416667
"tbodyacc-mean-z" "laying" 3 -0.101300477506452
"tbodyacc-mean-z" "laying" 4 -0.110688150314815
"tbodyacc-mean-z" "laying" 5 -0.107937603673077
"tbodyacc-mean-z" "laying" 6 -0.133119570368421
"tbodyacc-mean-z" "laying" 7 -0.101361036576923
"tbodyacc-mean-z" "laying" 8 -0.102245365611111
"tbodyacc-mean-z" "laying" 9 -0.10754972144
"tbodyacc-mean-z" "laying" 10 -0.117168642362069
"tbodyacc-mean-z" "laying" 11 -0.108786578070175
"tbodyacc-mean-z" "laying" 12 -0.108160125666667
"tbodyacc-mean-z" "laying" 13 -0.104331864532258
"tbodyacc-mean-z" "laying" 14 -0.0868333315509804
"tbodyacc-mean-z" "laying" 15 -0.118530240291667
"tbodyacc-mean-z" "laying" 16 -0.107310493242857
"tbodyacc-mean-z" "laying" 17 -0.107006279704225
"tbodyacc-mean-z" "laying" 18 -0.107698927907692
"tbodyacc-mean-z" "laying" 19 -0.10898146186747
"tbodyacc-mean-z" "laying" 20 -0.104274322538235
"tbodyacc-mean-z" "laying" 21 -0.103253832233333
"tbodyacc-mean-z" "laying" 22 -0.110800924652778
"tbodyacc-mean-z" "laying" 23 -0.104256776291667
"tbodyacc-mean-z" "laying" 24 -0.107236237236111
"tbodyacc-mean-z" "laying" 25 -0.100428830260274
"tbodyacc-mean-z" "laying" 26 -0.105002540289474
"tbodyacc-mean-z" "laying" 27 -0.107699732837838
"tbodyacc-mean-z" "laying" 28 -0.1083448529625
"tbodyacc-mean-z" "laying" 29 -0.109462068173913
"tbodyacc-mean-z" "laying" 30 -0.1036581505
"tbodyacc-mean-z" "sitting" 1 -0.104544182255319
"tbodyacc-mean-z" "sitting" 2 -0.109218272456522
"tbodyacc-mean-z" "sitting" 3 -0.0983579203269231
"tbodyacc-mean-z" "sitting" 4 -0.10587459588
"tbodyacc-mean-z" "sitting" 5 -0.108540300265909
"tbodyacc-mean-z" "sitting" 6 -0.110127728709091
"tbodyacc-mean-z" "sitting" 7 -0.122464597625
"tbodyacc-mean-z" "sitting" 8 -0.104461049130435
"tbodyacc-mean-z" "sitting" 9 -0.07537846886
"tbodyacc-mean-z" "sitting" 10 -0.104253238796296
"tbodyacc-mean-z" "sitting" 11 -0.112840218339623
"tbodyacc-mean-z" "sitting" 12 -0.106307228960784
"tbodyacc-mean-z" "sitting" 13 -0.0972465110836735
"tbodyacc-mean-z" "sitting" 14 -0.100401490425926
"tbodyacc-mean-z" "sitting" 15 -0.11366125320339
"tbodyacc-mean-z" "sitting" 16 -0.0891404038405797
"tbodyacc-mean-z" "sitting" 17 -0.11362408509375
"tbodyacc-mean-z" "sitting" 18 -0.111904775824561
"tbodyacc-mean-z" "sitting" 19 -0.10870765430137
"tbodyacc-mean-z" "sitting" 20 -0.108369634515152
"tbodyacc-mean-z" "sitting" 21 -0.112057887741176
"tbodyacc-mean-z" "sitting" 22 -0.105827369516129
"tbodyacc-mean-z" "sitting" 23 -0.103808679294118
"tbodyacc-mean-z" "sitting" 24 -0.103041061426471
"tbodyacc-mean-z" "sitting" 25 -0.109160440476923
"tbodyacc-mean-z" "sitting" 26 -0.0974448692333333
"tbodyacc-mean-z" "sitting" 27 -0.105521912588571
"tbodyacc-mean-z" "sitting" 28 -0.111517939555556
"tbodyacc-mean-z" "sitting" 29 -0.1104118192
"tbodyacc-mean-z" "sitting" 30 -0.099515446133871
"tbodyacc-mean-z" "standing" 1 -0.110601817735849
"tbodyacc-mean-z" "standing" 2 -0.105908536055556
"tbodyacc-mean-z" "standing" 3 -0.101621722633148
"tbodyacc-mean-z" "standing" 4 -0.0961574905535714
"tbodyacc-mean-z" "standing" 5 -0.102171095696429
"tbodyacc-mean-z" "standing" 6 -0.112172831947368
"tbodyacc-mean-z" "standing" 7 -0.0997778303207547
"tbodyacc-mean-z" "standing" 8 -0.106114996837037
"tbodyacc-mean-z" "standing" 9 -0.0952747481333333
"tbodyacc-mean-z" "standing" 10 -0.107964083931818
"tbodyacc-mean-z" "standing" 11 -0.108686630425532
"tbodyacc-mean-z" "standing" 12 -0.105526999754098
"tbodyacc-mean-z" "standing" 13 -0.112124137754386
"tbodyacc-mean-z" "standing" 14 -0.103817701790667
"tbodyacc-mean-z" "standing" 15 -0.105910832679245
"tbodyacc-mean-z" "standing" 16 -0.103657729076923
"tbodyacc-mean-z" "standing" 17 -0.111432145565
"tbodyacc-mean-z" "standing" 18 -0.108453355945205
"tbodyacc-mean-z" "standing" 19 -0.10904190460274
"tbodyacc-mean-z" "standing" 20 -0.100402759931507
"tbodyacc-mean-z" "standing" 21 -0.110417855808989
"tbodyacc-mean-z" "standing" 22 -0.104967423820635
"tbodyacc-mean-z" "standing" 23 -0.1105970177575
"tbodyacc-mean-z" "standing" 24 -0.108222553855072
"tbodyacc-mean-z" "standing" 25 -0.107352957594595
"tbodyacc-mean-z" "standing" 26 -0.110237796416216
"tbodyacc-mean-z" "standing" 27 -0.107835818025
"tbodyacc-mean-z" "standing" 28 -0.106579385202532
"tbodyacc-mean-z" "standing" 29 -0.108659067476923
"tbodyacc-mean-z" "standing" 30 -0.108756209835593
"tbodyacc-mean-z" "walking" 1 -0.111148103547368
"tbodyacc-mean-z" "walking" 2 -0.105500357966102
"tbodyacc-mean-z" "walking" 3 -0.112674859827586
"tbodyacc-mean-z" "walking" 4 -0.11140306485
"tbodyacc-mean-z" "walking" 5 -0.107741776464286
"tbodyacc-mean-z" "walking" 6 -0.110303165877193
"tbodyacc-mean-z" "walking" 7 -0.110912234947368
"tbodyacc-mean-z" "walking" 8 -0.107252090833333
"tbodyacc-mean-z" "walking" 9 -0.110820512307692
"tbodyacc-mean-z" "walking" 10 -0.109057512132075
"tbodyacc-mean-z" "walking" 11 -0.106096304033898
"tbodyacc-mean-z" "walking" 12 -0.10316110632
"tbodyacc-mean-z" "walking" 13 -0.111431456192982
"tbodyacc-mean-z" "walking" 14 -0.106756369135593
